,word,annotation_level1_Dieuwertje,annotation_level2_Dieuwertje,annotation_level3_Dieuwertje,annotation_level1_Thirza,annotation_level2_Thirza,annotation_level3_Thirza,annotation_Dieuwertje_total,annotation_Thirza_total
2697,een,O,O,O,O,O,O,O,O
2698,booter,O,O,O,O,O,O,O,O
2699,-,O,O,O,O,O,O,O,O
2700,vat,O,O,O,O,O,O,O,O
2701,dat,O,O,O,O,O,O,O,O
2702,wel,O,O,O,O,O,O,O,O
2703,ter,O,O,O,O,O,O,O,O
2704,degen,O,O,O,O,O,O,O,O
2705,digt,O,O,O,O,O,O,O,O
2706,en,O,O,O,O,O,O,O,O
2707,schoon,O,O,O,O,O,O,O,O
2708,uitgebroeidt,O,O,O,O,O,O,O,O
2709,",",O,O,O,O,O,O,O,O
2710,en,O,O,O,O,O,O,O,O
2711,met,O,O,O,O,O,O,O,O
2712,kruidnagelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
2713,berookt,O,O,O,O,O,O,O,O
2714,is,O,O,O,O,O,O,O,O
2715,",",O,O,O,O,O,O,O,O
2716,gelegt,O,O,O,O,O,O,O,O
2717,worden,O,O,O,O,O,O,O,O
2718,in,O,O,O,O,O,O,O,O
2719,droog,O,O,O,O,O,O,O,O
2720,zout,O,O,O,O,O,O,O,O
2721,",",O,O,O,O,O,O,O,O
2722,na,O,O,O,O,O,O,O,O
2723,dat,O,O,O,O,O,O,O,O
2724,men,O,O,O,O,O,O,O,O
2725,de,O,O,O,O,O,O,O,O
2726,Worsten,O,O,O,An,Prod,Lit,O,An-Prod-Lit
2727,eerst,O,O,O,O,O,O,O,O
2728,met,O,O,O,O,O,O,O,O
2729,zout,O,O,O,O,O,O,O,O
2730,gewreven,O,O,O,O,O,O,O,O
2731,heeft,O,O,O,O,O,O,O,O
2732,",",O,O,O,O,O,O,O,O
2733,en,O,O,O,O,O,O,O,O
2734,dan,O,O,O,O,O,O,O,O
2735,moet,O,O,O,O,O,O,O,O
2736,men,O,O,O,O,O,O,O,O
2737,ze,O,O,O,O,O,O,O,O
2738,op,O,O,O,O,O,O,O,O
2739,een,O,O,O,O,O,O,O,O
2740,plaats,O,O,O,O,O,O,O,O
2741,daar,O,O,O,O,O,O,O,O
2742,ze,O,O,O,O,O,O,O,O
2743,droog,O,O,O,O,O,O,O,O
2744,staan,O,O,O,O,O,O,O,O
2745,weg,O,O,O,O,O,O,O,O
2746,zetten,O,O,O,O,O,O,O,O
2747,",",O,O,O,O,O,O,O,O
2748,zonder,O,O,O,O,O,O,O,O
2749,ze,O,O,O,O,O,O,O,O
2750,toe,O,O,O,O,O,O,O,O
2751,te,O,O,O,O,O,O,O,O
2752,dekken,O,O,O,O,O,O,O,O
2753,;,O,O,O,O,O,O,O,O
2754,ook,O,O,O,O,O,O,O,O
2755,kan,O,O,O,O,O,O,O,O
2756,men,O,O,O,O,O,O,O,O
2757,een,O,O,O,O,O,O,O,O
2758,gedeelte,O,O,O,O,O,O,O,O
2759,tot,O,O,O,O,O,O,O,O
2760,rookworst,O,O,O,An,Prod,Lit,O,An-Prod-Lit
2761,in,O,O,O,O,O,O,O,O
2762,de,O,O,O,O,O,O,O,O
2763,schoorsteen,O,O,O,O,O,O,O,O
2764,hangen,O,O,O,O,O,O,O,O
2765,.,O,O,O,O,O,O,O,O
2766,8,O,O,O,O,O,O,O,O
2767,.,O,O,O,O,O,O,O,O
2768,Reusel,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2769,",",O,O,O,O,O,O,O,O
2770,hoe,O,O,O,O,O,O,O,O
2771,men,O,O,O,O,O,O,O,O
2772,die,O,O,O,O,O,O,O,O
2773,wel,O,O,O,O,O,O,O,O
2774,zal,O,O,O,O,O,O,O,O
2775,smelten,O,O,O,O,O,O,O,O
2776,.,O,O,O,O,O,O,O,O
2777,Neemt,O,O,O,O,O,O,O,O
2778,de,O,O,O,O,O,O,O,O
2779,Reusel,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2780,en,O,O,O,O,O,O,O,O
2781,snyd,O,O,O,O,O,O,O,O
2782,die,O,O,O,O,O,O,O,O
2783,op,O,O,O,O,O,O,O,O
2784,een,O,O,O,O,O,O,O,O
2785,houte,O,O,O,O,O,O,O,O
2786,tafelbord,O,O,O,O,O,O,O,O
2787,tot,O,O,O,O,O,O,O,O
2788,dobbelsteentjes,O,O,O,O,O,O,O,O
2789,",",O,O,O,O,O,O,O,O
2790,en,O,O,O,O,O,O,O,O
2791,doet,O,O,O,O,O,O,O,O
2792,ze,O,O,O,O,O,O,O,O
2793,dan,O,O,O,O,O,O,O,O
2794,in,O,O,O,O,O,O,O,O
2795,een,O,O,O,O,O,O,O,O
2796,yzere,O,O,O,O,O,O,O,O
2797,pot,O,O,O,O,O,O,O,O
2798,en,O,O,O,O,O,O,O,O
2799,zo,O,O,O,O,O,O,O,O
2800,op,O,O,O,O,O,O,O,O
2801,het,O,O,O,O,O,O,O,O
2802,vuur,O,O,O,O,O,O,O,O
2803,gezet,O,O,O,O,O,O,O,O
2804,om,O,O,O,O,O,O,O,O
2805,te,O,O,O,O,O,O,O,O
2806,laaten,O,O,O,O,O,O,O,O
2807,smelten,O,O,O,O,O,O,O,O
2808,",",O,O,O,O,O,O,O,O
2809,maar,O,O,O,O,O,O,O,O
2810,moet,O,O,O,O,O,O,O,O
2811,altemets,O,O,O,O,O,O,O,O
2812,eens,O,O,O,O,O,O,O,O
2813,omgeroert,O,O,O,O,O,O,O,O
2814,worden,O,O,O,O,O,O,O,O
2815,dat,O,O,O,O,O,O,O,O
2816,ze,O,O,O,O,O,O,O,O
2817,niet,O,O,O,O,O,O,O,O
2818,aan,O,O,O,O,O,O,O,O
2819,kan,O,O,O,O,O,O,O,O
2820,branden,O,O,O,O,O,O,O,O
2821,:,O,O,O,O,O,O,O,O
2822,Neemt,O,O,O,O,O,O,O,O
2823,dan,O,O,O,O,O,O,O,O
2824,een,O,O,O,O,O,O,O,O
2825,keulse,O,O,O,O,O,O,O,O
2826,pot,O,O,O,O,O,O,O,O
2827,en,O,O,O,O,O,O,O,O
2828,doet,O,O,O,O,O,O,O,O
2829,daar,O,O,O,O,O,O,O,O
2830,een,O,O,O,O,O,O,O,O
2831,hand,O,O,O,O,O,O,O,O
2832,vol,O,O,O,O,O,O,O,O
2833,zout,O,O,O,O,O,O,O,O
2834,in,O,O,O,O,O,O,O,O
2835,",",O,O,O,O,O,O,O,O
2836,met,O,O,O,O,O,O,O,O
2837,omtrent,O,O,O,O,O,O,O,O
2838,twintig,O,O,O,O,O,O,O,O
2839,kruidnagelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
2840,en,O,O,O,O,O,O,O,O
2841,zo,O,O,O,O,O,O,O,O
2842,veel,O,O,O,O,O,O,O,O
2843,heele,O,O,O,O,O,O,O,O
2844,peper,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
2845,als,O,O,O,O,O,O,O,O
2846,men,O,O,O,O,O,O,O,O
2847,tusschen,O,O,O,O,O,O,O,O
2848,de,O,O,O,O,O,O,O,O
2849,voorste,O,O,O,O,O,O,O,O
2850,vinger,O,O,O,O,O,O,O,O
2851,en,O,O,O,O,O,O,O,O
2852,den,O,O,O,O,O,O,O,O
2853,duim,O,O,O,O,O,O,O,O
2854,vatten,O,O,O,O,O,O,O,O
2855,kan,O,O,O,O,O,O,O,O
2856,:,O,O,O,O,O,O,O,O
2857,dan,O,O,O,O,O,O,O,O
2858,een,O,O,O,O,O,O,O,O
2859,zeef,O,O,O,O,O,O,O,O
2860,boven,O,O,O,O,O,O,O,O
2861,op,O,O,O,O,O,O,O,O
2862,de,O,O,O,O,O,O,O,O
2863,pot,O,O,O,O,O,O,O,O
2864,gezet,O,O,O,O,O,O,O,O
2865,en,O,O,O,O,O,O,O,O
2866,de,O,O,O,O,O,O,O,O
2867,gesmolte,O,O,O,O,O,O,O,O
2868,Reusel,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2869,daar,O,O,O,O,O,O,O,O
2870,door,O,O,O,O,O,O,O,O
2871,laaten,O,O,O,O,O,O,O,O
2872,loopen,O,O,O,O,O,O,O,O
2873,in,O,O,O,O,O,O,O,O
2874,de,O,O,O,O,O,O,O,O
2875,pot,O,O,O,O,O,O,O,O
2876,",",O,O,O,O,O,O,O,O
2877,en,O,O,O,O,O,O,O,O
2878,als,O,O,O,O,O,O,O,O
2879,het,O,O,O,O,O,O,O,O
2880,altemaal,O,O,O,O,O,O,O,O
2881,in,O,O,O,O,O,O,O,O
2882,de,O,O,O,O,O,O,O,O
2883,pot,O,O,O,O,O,O,O,O
2884,gelopen,O,O,O,O,O,O,O,O
2885,is,O,O,O,O,O,O,O,O
2886,roert,O,O,O,O,O,O,O,O
2887,men,O,O,O,O,O,O,O,O
2888,het,O,O,O,O,O,O,O,O
2889,om,O,O,O,O,O,O,O,O
2890,;,O,O,O,O,O,O,O,O
2891,en,O,O,O,O,O,O,O,O
2892,als,O,O,O,O,O,O,O,O
2893,het,O,O,O,O,O,O,O,O
2894,koud,O,O,O,O,O,O,O,O
2895,is,O,O,O,O,O,O,O,O
2896,doet,O,O,O,O,O,O,O,O
2897,men,O,O,O,O,O,O,O,O
2898,wat,O,O,O,O,O,O,O,O
2899,zout,O,O,O,O,O,O,O,O
2900,daar,O,O,O,O,O,O,O,O
2901,booven,O,O,O,O,O,O,O,O
2902,op,O,O,O,O,O,O,O,O
2903,",",O,O,O,O,O,O,O,O
2904,of,O,O,O,O,O,O,O,O
2905,wat,O,O,O,O,O,O,O,O
2906,pekel,O,O,O,O,O,O,O,O
2907,",",O,O,O,O,O,O,O,O
2908,anders,O,O,O,O,O,O,O,O
2909,zou,O,O,O,O,O,O,O,O
2910,het,O,O,O,O,O,O,O,O
2911,sterk,O,O,O,O,O,O,O,O
2912,worden,O,O,O,O,O,O,O,O
2913,",",O,O,O,O,O,O,O,O
2914,en,O,O,O,O,O,O,O,O
2915,dan,O,O,O,O,O,O,O,O
2916,zet,O,O,O,O,O,O,O,O
2917,men,O,O,O,O,O,O,O,O
2918,het,O,O,O,O,O,O,O,O
2919,in,O,O,O,O,O,O,O,O
2920,de,O,O,O,O,O,O,O,O
2921,kelder,O,O,O,O,O,O,O,O
2922,weg,O,O,O,O,O,O,O,O
2923,",",O,O,O,O,O,O,O,O
2924,is,O,O,O,O,O,O,O,O
2925,zeer,O,O,O,O,O,O,O,O
2926,goed,O,O,O,O,O,O,O,O
2927,om,O,O,O,O,O,O,O,O
2928,koeken,O,O,O,O,O,O,O,O
2929,mede,O,O,O,O,O,O,O,O
2930,te,O,O,O,O,O,O,O,O
2931,bakken,O,O,O,O,O,O,O,O
2932,;,O,O,O,O,O,O,O,O
2933,en,O,O,O,O,O,O,O,O
2934,tot,O,O,O,O,O,O,O,O
2935,andere,O,O,O,O,O,O,O,O
2936,gebakken,O,O,O,O,O,O,O,O
2937,in,O,O,O,O,O,O,O,O
2938,plaats,O,O,O,O,O,O,O,O
2939,van,O,O,O,O,O,O,O,O
2940,booter,O,O,O,O,O,O,O,O
2941,te,O,O,O,O,O,O,O,O
2942,gebruiken,O,O,O,O,O,O,O,O
2943,",",O,O,O,O,O,O,O,O
2944,daar,O,O,O,O,O,O,O,O
2945,het,O,O,O,O,O,O,O,O
2946,Niervet,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2947,niet,O,O,O,O,O,O,O,O
2948,te,O,O,O,O,O,O,O,O
2949,pas,O,O,O,O,O,O,O,O
2950,komt,O,O,O,O,O,O,O,O
2951,.,O,O,O,O,O,O,O,O
2952,9,O,O,O,O,O,O,O,O
2953,.,O,O,O,O,O,O,O,O
2954,Rolpens,O,O,O,An,Prod,Lit,O,An-Prod-Lit
2955,",",O,O,O,O,O,O,O,O
2956,hoe,O,O,O,O,O,O,O,O
2957,men,O,O,O,O,O,O,O,O
2958,die,O,O,O,O,O,O,O,O
2959,moet,O,O,O,O,O,O,O,O
2960,maaken,O,O,O,O,O,O,O,O
2961,om,O,O,O,O,O,O,O,O
2962,te,O,O,O,O,O,O,O,O
2963,bewaaren,O,O,O,O,O,O,O,O
2964,.,O,O,O,O,O,O,O,O
2965,De,O,O,O,O,O,O,O,O
2966,pens,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2967,moet,O,O,O,O,O,O,O,O
2968,",",O,O,O,O,O,O,O,O
2969,als,O,O,O,O,O,O,O,O
2970,ze,O,O,O,O,O,O,O,O
2971,schoon,O,O,O,O,O,O,O,O
2972,gemaakt,O,O,O,O,O,O,O,O
2973,is,O,O,O,O,O,O,O,O
2974,",",O,O,O,O,O,O,O,O
2975,in,O,O,O,O,O,O,O,O
2976,kout,O,O,O,O,O,O,O,O
2977,water,O,O,O,O,O,O,O,O
2978,een,O,O,O,O,O,O,O,O
2979,halve,O,O,O,O,O,O,O,O
2980,dag,O,O,O,O,O,O,O,O
2981,gezet,O,O,O,O,O,O,O,O
2982,worden,O,O,O,O,O,O,O,O
2983,;,O,O,O,O,O,O,O,O
2984,de,O,O,O,O,O,O,O,O
2985,muts,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2986,van,O,O,O,O,O,O,O,O
2987,de,O,O,O,O,O,O,O,O
2988,pens,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
2989,doet,O,O,O,O,O,O,O,O
2990,men,O,O,O,O,O,O,O,O
2991,ook,O,O,O,O,O,O,O,O
2992,in,O,O,O,O,O,O,O,O
2993,',O,O,O,O,O,O,O,O
2994,t,O,O,O,O,O,O,O,O
2995,regen,O,O,O,O,O,O,O,O
2996,-,O,O,O,O,O,O,O,O
2997,water,O,O,O,O,O,O,O,O
2998,;,O,O,O,O,O,O,O,O
2999,dan,O,O,O,O,O,O,O,O
3000,laat,O,O,O,O,O,O,O,O
3001,men,O,O,O,O,O,O,O,O
3002,ze,O,O,O,O,O,O,O,O
3003,een,O,O,O,O,O,O,O,O
3004,nacht,O,O,O,O,O,O,O,O
3005,over,O,O,O,O,O,O,O,O
3006,op,O,O,O,O,O,O,O,O
3007,een,O,O,O,O,O,O,O,O
3008,stok,Plant,Prod,Lit,O,O,O,Plant-Prod-Lit,O
3009,te,O,O,O,O,O,O,O,O
3010,droogen,O,O,O,O,O,O,O,O
3011,hangen,O,O,O,O,O,O,O,O
3012,dat,O,O,O,O,O,O,O,O
3013,het,O,O,O,O,O,O,O,O
3014,water,O,O,O,O,O,O,O,O
3015,daar,O,O,O,O,O,O,O,O
3016,van,O,O,O,O,O,O,O,O
3017,afgeloopen,O,O,O,O,O,O,O,O
3018,is,O,O,O,O,O,O,O,O
3019,;,O,O,O,O,O,O,O,O
3020,en,O,O,O,O,O,O,O,O
3021,het,O,O,O,O,O,O,O,O
3022,vet,An,Prod,Lit,An,Part,Lit,An-Prod-Lit,An-Part-Lit
3023,dat,O,O,O,O,O,O,O,O
3024,',O,O,O,O,O,O,O,O
3025,er,O,O,O,O,O,O,O,O
3026,dan,O,O,O,O,O,O,O,O
3027,nog,O,O,O,O,O,O,O,O
3028,aan,O,O,O,O,O,O,O,O
3029,is,O,O,O,O,O,O,O,O
3030,moet,O,O,O,O,O,O,O,O
3031,',O,O,O,O,O,O,O,O
3032,er,O,O,O,O,O,O,O,O
3033,afgepluist,O,O,O,O,O,O,O,O
3034,worden,O,O,O,O,O,O,O,O
3035,.,O,O,O,O,O,O,O,O
3036,Dan,O,O,O,O,O,O,O,O
3037,snyd,O,O,O,O,O,O,O,O
3038,men,O,O,O,O,O,O,O,O
3039,de,O,O,O,O,O,O,O,O
3040,pens,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3041,aanstukken,O,O,O,O,O,O,O,O
3042,",",O,O,O,O,O,O,O,O
3043,eerst,O,O,O,O,O,O,O,O
3044,midden,O,O,O,O,O,O,O,O
3045,door,O,O,O,O,O,O,O,O
3046,en,O,O,O,O,O,O,O,O
3047,dan,O,O,O,O,O,O,O,O
3048,de,O,O,O,O,O,O,O,O
3049,andere,O,O,O,O,O,O,O,O
3050,stukken,O,O,O,O,O,O,O,O
3051,zo,O,O,O,O,O,O,O,O
3052,groot,O,O,O,O,O,O,O,O
3053,als,O,O,O,O,O,O,O,O
3054,men,O,O,O,O,O,O,O,O
3055,de,O,O,O,O,O,O,O,O
3056,Rolpensen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
3057,maaken,O,O,O,O,O,O,O,O
3058,wil,O,O,O,O,O,O,O,O
3059,;,O,O,O,O,O,O,O,O
3060,ze,O,O,O,O,O,O,O,O
3061,moeten,O,O,O,O,O,O,O,O
3062,wat,O,O,O,O,O,O,O,O
3063,langwerpig,O,O,O,O,O,O,O,O
3064,zyn,O,O,O,O,O,O,O,O
3065,;,O,O,O,O,O,O,O,O
3066,men,O,O,O,O,O,O,O,O
3067,kan,O,O,O,O,O,O,O,O
3068,doorgaans,O,O,O,O,O,O,O,O
3069,15,O,O,O,O,O,O,O,O
3070,a,O,O,O,O,O,O,O,O
3071,16,O,O,O,O,O,O,O,O
3072,Rolpensen,O,O,O,An,Prod,Lit,O,An-Prod-Lit
3073,uit,O,O,O,O,O,O,O,O
3074,een,O,O,O,O,O,O,O,O
3075,pens,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3076,maaken,O,O,O,O,O,O,O,O
3077,",",O,O,O,O,O,O,O,O
3078,en,O,O,O,O,O,O,O,O
3079,wel,O,O,O,O,O,O,O,O
3080,20,O,O,O,O,O,O,O,O
3081,wil,O,O,O,O,O,O,O,O
3082,men,O,O,O,O,O,O,O,O
3083,ze,O,O,O,O,O,O,O,O
3084,zo,O,O,O,O,O,O,O,O
3085,veel,O,O,O,O,O,O,O,O
3086,te,O,O,O,O,O,O,O,O
3087,kleinder,O,O,O,O,O,O,O,O
3088,maaken,O,O,O,O,O,O,O,O
3089,",",O,O,O,O,O,O,O,O
3090,behalven,O,O,O,O,O,O,O,O
3091,de,O,O,O,O,O,O,O,O
3092,Muts,O,O,O,An,Prod,Lit,O,An-Prod-Lit
3093,daar,O,O,O,O,O,O,O,O
3094,',O,O,O,O,O,O,O,O
3095,er,O,O,O,O,O,O,O,O
3096,nog,O,O,O,O,O,O,O,O
3097,vier,O,O,O,O,O,O,O,O
3098,aan,O,O,O,O,O,O,O,O
3099,zyn,O,O,O,O,O,O,O,O
3100,.,O,O,O,O,O,O,O,O
3101,Men,O,O,O,O,O,O,O,O
3102,neemt,O,O,O,O,O,O,O,O
3103,3,O,O,O,O,O,O,O,O
3104,loot,O,O,O,O,O,O,O,O
3105,bruine,O,O,O,O,O,O,O,O
3106,peper,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
3107,",",O,O,O,O,O,O,O,O
3108,en,O,O,O,O,O,O,O,O
3109,een,O,O,O,O,O,O,O,O
3110,halfvierendeel,O,O,O,O,O,O,O,O
3111,nagelen,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
3112,;,O,O,O,O,O,O,O,O
3113,dit,O,O,O,O,O,O,O,O
3114,te,O,O,O,O,O,O,O,O
3115,zaamen,O,O,O,O,O,O,O,O
3116,eerst,O,O,O,O,O,O,O,O
3117,fyn,O,O,O,O,O,O,O,O
3118,gestoten,O,O,O,O,O,O,O,O
3119,en,O,O,O,O,O,O,O,O
3120,in,O,O,O,O,O,O,O,O
3121,een,O,O,O,O,O,O,O,O
3122,aarde,O,O,O,O,O,O,O,O
3123,schootel,O,O,O,O,O,O,O,O
3124,gedaan,O,O,O,O,O,O,O,O
3125,",",O,O,O,O,O,O,O,O
3126,en,O,O,O,O,O,O,O,O
3127,een,O,O,O,O,O,O,O,O
3128,hand,O,O,O,O,O,O,O,O
3129,vol,O,O,O,O,O,O,O,O
3130,gedroogde,O,O,O,O,O,O,O,O
3131,Saly,Plant,Prod,Lit,Plant,Prod,Lit,Plant-Prod-Lit,Plant-Prod-Lit
3132,",",O,O,O,O,O,O,O,O
3133,die,O,O,O,O,O,O,O,O
3134,men,O,O,O,O,O,O,O,O
3135,op,O,O,O,O,O,O,O,O
3136,den,O,O,O,O,O,O,O,O
3137,haart,O,O,O,O,O,O,O,O
3138,wat,O,O,O,O,O,O,O,O
3139,te,O,O,O,O,O,O,O,O
3140,droogen,O,O,O,O,O,O,O,O
3141,legt,O,O,O,O,O,O,O,O
3142,en,O,O,O,O,O,O,O,O
3143,die,O,O,O,O,O,O,O,O
3144,klein,O,O,O,O,O,O,O,O
3145,gewreven,O,O,O,O,O,O,O,O
3146,is,O,O,O,O,O,O,O,O
3147,",",O,O,O,O,O,O,O,O
3148,en,O,O,O,O,O,O,O,O
3149,een,O,O,O,O,O,O,O,O
3150,hand,O,O,O,O,O,O,O,O
3151,vol,O,O,O,O,O,O,O,O
3152,of,O,O,O,O,O,O,O,O
3153,vier,O,O,O,O,O,O,O,O
3154,zout,O,O,O,O,O,O,O,O
3155,daar,O,O,O,O,O,O,O,O
3156,onder,O,O,O,O,O,O,O,O
3157,geroert,O,O,O,O,O,O,O,O
3158,",",O,O,O,O,O,O,O,O
3159,tot,O,O,O,O,O,O,O,O
3160,men,O,O,O,O,O,O,O,O
3161,denkt,O,O,O,O,O,O,O,O
3162,dat,O,O,O,O,O,O,O,O
3163,men,O,O,O,O,O,O,O,O
3164,genoeg,O,O,O,O,O,O,O,O
3165,zal,O,O,O,O,O,O,O,O
3166,hebben,O,O,O,O,O,O,O,O
3167,;,O,O,O,O,O,O,O,O
3168,want,O,O,O,O,O,O,O,O
3169,den,O,O,O,O,O,O,O,O
3170,een,O,O,O,O,O,O,O,O
3171,doet,O,O,O,O,O,O,O,O
3172,het,O,O,O,O,O,O,O,O
3173,wel,O,O,O,O,O,O,O,O
3174,wat,O,O,O,O,O,O,O,O
3175,hartiger,O,O,O,O,O,O,O,O
3176,dan,O,O,O,O,O,O,O,O
3177,den,O,O,O,O,O,O,O,O
3178,ander,O,O,O,O,O,O,O,O
3179,.,O,O,O,O,O,O,O,O
3180,Neemt,O,O,O,O,O,O,O,O
3181,voor,O,O,O,O,O,O,O,O
3182,het,O,O,O,O,O,O,O,O
3183,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3184,",",O,O,O,O,O,O,O,O
3185,het,O,O,O,O,O,O,O,O
3186,geen,O,O,O,O,O,O,O,O
3187,men,O,O,O,O,O,O,O,O
3188,daar,O,O,O,O,O,O,O,O
3189,in,O,O,O,O,O,O,O,O
3190,legt,O,O,O,O,O,O,O,O
3191,",",O,O,O,O,O,O,O,O
3192,het,O,O,O,O,O,O,O,O
3193,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3194,van,O,O,O,O,O,O,O,O
3195,de,O,O,O,O,O,O,O,O
3196,schouwder,An,Part,Lit,An,Part,Lit,An-Part-Lit,An-Part-Lit
3197,van,O,O,O,O,O,O,O,O
3198,een,O,O,O,O,O,O,O,O
3199,Os,An,Org,Lit,An,Org,Lit,An-Org-Lit,An-Org-Lit
3200,dat,O,O,O,O,O,O,O,O
3201,het,O,O,O,O,O,O,O,O
3202,malste,O,O,O,O,O,O,O,O
3203,is,O,O,O,O,O,O,O,O
3204,;,O,O,O,O,O,O,O,O
3205,of,O,O,O,O,O,O,O,O
3206,anders,O,O,O,O,O,O,O,O
3207,een,O,O,O,O,O,O,O,O
3208,van,O,O,O,O,O,O,O,O
3209,de,O,O,O,O,O,O,O,O
3210,platte,O,O,O,O,O,O,O,O
3211,billen,An,Part,Lit,An,Prod,Lit,An-Part-Lit,An-Prod-Lit
3212,.,O,O,O,O,O,O,O,O
3213,Voor,O,O,O,O,O,O,O,O
3214,een,O,O,O,O,O,O,O,O
3215,geheele,O,O,O,O,O,O,O,O
3216,pens,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3217,heeft,O,O,O,O,O,O,O,O
3218,men,O,O,O,O,O,O,O,O
3219,omtrent,O,O,O,O,O,O,O,O
3220,20,O,O,O,O,O,O,O,O
3221,pond,O,O,O,O,O,O,O,O
3222,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3223,noodig,O,O,O,O,O,O,O,O
3224,",",O,O,O,O,O,O,O,O
3225,behalven,O,O,O,O,O,O,O,O
3226,het,O,O,O,O,O,O,O,O
3227,vet,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3228,dat,O,O,O,O,O,O,O,O
3229,men,O,O,O,O,O,O,O,O
3230,daar,O,O,O,O,O,O,O,O
3231,by,O,O,O,O,O,O,O,O
3232,gebruikt,O,O,O,O,O,O,O,O
3233,",",O,O,O,O,O,O,O,O
3234,dat,O,O,O,O,O,O,O,O
3235,nog,O,O,O,O,O,O,O,O
3236,omtrent,O,O,O,O,O,O,O,O
3237,10,O,O,O,O,O,O,O,O
3238,ponden,O,O,O,O,O,O,O,O
3239,is,O,O,O,O,O,O,O,O
3240,.,O,O,O,O,O,O,O,O
3241,Het,O,O,O,O,O,O,O,O
3242,vet,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3243,neemt,O,O,O,O,O,O,O,O
3244,men,O,O,O,O,O,O,O,O
3245,van,O,O,O,O,O,O,O,O
3246,de,O,O,O,O,O,O,O,O
3247,halve,O,O,O,O,O,O,O,O
3248,broek,O,O,O,O,O,O,O,O
3249,dat,O,O,O,O,O,O,O,O
3250,omtrent,O,O,O,O,O,O,O,O
3251,10,O,O,O,O,O,O,O,O
3252,ponden,O,O,O,O,O,O,O,O
3253,weegt,O,O,O,O,O,O,O,O
3254,",",O,O,O,O,O,O,O,O
3255,en,O,O,O,O,O,O,O,O
3256,heeft,O,O,O,O,O,O,O,O
3257,men,O,O,O,O,O,O,O,O
3258,niet,O,O,O,O,O,O,O,O
3259,genoeg,O,O,O,O,O,O,O,O
3260,zo,O,O,O,O,O,O,O,O
3261,neemt,O,O,O,O,O,O,O,O
3262,men,O,O,O,O,O,O,O,O
3263,Niervet,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3264,daar,O,O,O,O,O,O,O,O
3265,by,O,O,O,O,O,O,O,O
3266,;,O,O,O,O,O,O,O,O
3267,en,O,O,O,O,O,O,O,O
3268,wil,O,O,O,O,O,O,O,O
3269,men,O,O,O,O,O,O,O,O
3270,het,O,O,O,O,O,O,O,O
3271,Niervet,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
3272,niet,O,O,O,O,O,O,O,O
3273,smelten,O,O,O,O,O,O,O,O
3274,zo,O,O,O,O,O,O,O,O
3275,kan,O,O,O,O,O,O,O,O
3276,men,O,O,O,O,O,O,O,O
3277,het,O,O,O,O,O,O,O,O
3278,geheel,O,O,O,O,O,O,O,O
3279,hier,O,O,O,O,O,O,O,O
3280,toe,O,O,O,O,O,O,O,O
3281,gebruiken,O,O,O,O,O,O,O,O
3282,",",O,O,O,O,O,O,O,O
3283,dan,O,O,O,O,O,O,O,O
3284,is,O,O,O,O,O,O,O,O
3285,het,O,O,O,O,O,O,O,O
3286,zo,O,O,O,O,O,O,O,O
3287,veel,O,O,O,O,O,O,O,O
3288,te,O,O,O,O,O,O,O,O
3289,delicater,O,O,O,O,O,O,O,O
3290,.,O,O,O,O,O,O,O,O
3291,Het,O,O,O,O,O,O,O,O
3292,vleesch,An,Prod,Lit,An,Prod,Lit,An-Prod-Lit,An-Prod-Lit
